index,Date,Adj Close,Close,High,Low,Open,Volume,SMA10,SMA50,RSI,MACD,ADX,BB_Upper,BB_Lower,Bollinger_Width,EMA20,VWAP,Lagged_Return,Volatility,Close_unscaled,SMA10_unscaled,SMA50_unscaled,RSI_unscaled,MACD_unscaled,ADX_unscaled,BB_Upper_unscaled,BB_Lower_unscaled,Bollinger_Width_unscaled,EMA20_unscaled,VWAP_unscaled,Lagged_Return_unscaled,Volatility_unscaled
,,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,,,,,
1404,2023-09-06,949.3274536132812,0.9039367903106836,969.5,950.7999877929688,962.5499877929688,30802100,0.9393317309468651,0.9777129087814388,-0.7385034961040369,-0.40718961831762973,-0.8383134677033256,0.851566135721959,1.0201771531620403,-1.0369950279277007,0.9465003937345907,0.9316579498819922,-0.6264776870011025,-0.2854921046070306,957.5,965.7250061035156,966.0530041503906,44.50345730997037,-0.8850013582502925,14.635231010859812,976.2791921906736,947.6508126921389,2.976031292809793,964.9343791546204,962.6233408029007,-0.011255704398249744,13.91058686566519
1405,2023-09-07,957.4078979492188,0.9307089654384035,969.5,954.7000122070312,957.4000244140625,13462347,0.9382533197299937,0.9796019864875941,-0.2508878862189957,-0.39080109191743073,-0.9001100300722727,0.8480791614617968,1.021485259104487,-1.0562866158561943,0.9467219670768573,0.9339085078107826,0.38429726132768016,-0.2741420452070534,965.6500244140625,965.3950073242188,966.6440051269532,50.41459507518036,-0.7010136395747395,14.022546658893763,975.179624903993,948.0453811995226,2.821744062016422,965.0025358459958,963.3141189532046,0.008511774844973896,13.97411550332973
1406,2023-09-08,962.2660522460938,0.9468049512949788,975.0,961.25,967.5,13086915,0.938302326635497,0.9817180041739729,0.013000926530296244,-0.34243220904608457,-0.9840855640948349,0.850744389687039,1.0208373195329796,-1.0429400255061803,0.9484395323827641,0.9364949756554134,0.20852626037742794,-0.2770020875087407,970.5499877929688,965.4100036621094,967.3060046386719,53.6135966970245,-0.15799468856789645,13.189968054659456,976.0200663725451,947.8499409516736,2.9284853252690843,965.5308646028503,964.108000084047,0.005074264231370362,13.958107253091892
1407,2023-09-11,969.9003295898438,0.9720988724931197,982.0,969.3499755859375,974.9500122070312,7894110,0.9408186327720839,0.9845084661618142,0.3896517937860285,-0.24966262038767678,-0.9930038932759875,0.8580592407490109,1.021611004099067,-1.0165090940207715,0.9523775467879538,0.9405061460194905,0.35473631109771797,-0.2936951417515402,978.25,966.1800048828125,968.1790051269531,58.17956037948198,0.8834940068112473,13.101546943103903,978.3266996696634,948.0833100959617,3.139870476210956,966.7422108311503,965.3391742783235,0.007933658548119782,13.864672764589793
1408,2023-09-12,982.0457763671875,1.0123391378779314,995.1500244140625,982.6500244140625,990.0999755859375,20959591,0.94825316184401,0.9875738180871876,0.8874851124151442,-0.09083287246565275,-0.8961689673438434,0.8756332739831814,1.0134994437356606,-0.9136046235549257,0.9597332760149072,0.9480617660409891,0.5893714808162013,-0.25495960588271427,990.5,968.4550048828125,969.1380053710938,64.21456268636497,2.6666148478425384,14.061620474188036,983.8684188214509,945.6365921648774,3.9628636815024474,969.0048574186598,967.6582690930281,0.012522361359570633,14.081483596694985
1409,2023-09-13,981.3517456054688,1.0100396540425398,994.8499755859375,980.5499877929688,989.7999877929688,21997553,0.9583510377148635,0.9904569726607408,0.8408574841542051,0.02592551760396055,-0.8315128523517241,0.8887633306747373,1.0108128181199518,-0.8504045951618491,0.9661717264610107,0.9523995629386346,-0.08707441468418015,-0.252171172083381,989.7999877929688,971.5450012207032,970.0400048828125,63.64931758606888,3.9774166429860998,14.702655968655847,988.0087937520144,944.8262160136106,4.468314938442685,970.9853460257368,968.989696859902,-0.0007067261050289764,14.097091039285969
1410,2023-09-14,979.2696533203125,1.0031414030319479,992.9000244140625,982.25,992.2999877929688,11464188,0.9678116841933592,0.9923556372368696,0.6956734645164199,0.09844382972438338,-0.7714750312876134,0.8969307915447811,1.014225925050793,-0.8314797266292143,0.9713468106270795,0.9555208209995992,-0.15942230183425957,-0.2961607944807636,987.7000122070312,974.4400024414062,970.6340051269531,61.88931908727548,4.791552001066634,15.297903213518813,990.5842853151571,945.8557232297649,4.619669278471697,972.5772189953839,969.9477245748932,-0.002121616096015466,13.85087199462715
1411,2023-09-15,983.9791259765625,1.0187447712423852,997.5,988.5999755859375,990.3499755859375,13307980,0.9755730057519629,0.9944684592999241,0.8940663648644191,0.1841480169345913,-0.6792608731652264,0.9062175448777563,1.0183751810620865,-0.8111150406333021,0.9774996931536984,0.9596360631880395,0.19497024365737683,-0.3478560141503062,992.4500122070312,976.8150024414062,971.2950048828125,64.29434415583938,5.753720136302832,16.212163967604056,993.5127296920124,947.1072776322063,4.782538764380895,974.4698659679217,971.2108422003574,0.004809152517256887,13.561523123080121
1412,2023-09-18,981.7483520507812,1.011353702090073,996.25,987.2999877929688,990.0999755859375,16713222,0.9830402260400547,0.9972685081577392,0.7286550028312941,0.2294669912392479,-0.6117422134899905,0.9132026281797694,1.0226762764357533,-0.8005467726070652,0.9823699567802057,0.9643082286545767,-0.16686221701706516,-0.4067056523888032,990.2000122070312,979.1000061035156,972.1710046386719,62.28913897149481,6.262498930162451,16.881580269464973,995.7153754589688,948.4046318652499,4.867059997889201,975.9679751335512,972.6448998522851,-0.002267116703436156,13.232129486219488
1413,2023-09-20,978.724365234375,1.001334737338277,996.0,980.6500244140625,981.5499877929688,25741856,0.9891675851652683,0.9997457210225733,0.5049018538655019,0.2369442643181404,-0.6373074245289313,0.9155359675590339,1.0318901662218736,-0.8278824690594607,0.9858320687690492,0.9709954060518073,-0.20843643020688182,-0.37967883209451164,987.1500244140625,980.9750061035156,972.9460046386719,59.57668337712167,6.346443415597264,16.628113018896038,996.4511605433254,951.1838492222996,4.648438859853229,977.0329322078857,974.6974380136538,-0.0030801734552302618,13.383404207627917
1414,2023-09-21,951.112060546875,0.9098496055334171,982.5,957.4500122070312,979.9500122070312,19742813,0.9897558076521226,1.000663087322742,-0.9686033636566208,0.03846854390363538,-0.6341667187106397,0.9165379758260971,1.0283396060705863,-0.809842086613169,0.9803417120449577,0.9763131230972737,-1.4935367660816188,-0.1714549992716301,959.2999877929688,981.1550048828125,973.2330041503906,41.71406339130448,4.118232402610261,16.659251665371347,996.7671294691743,950.1128815171539,4.7927193960334895,975.344080358846,976.3296389437055,-0.028212567423704926,14.548876207585298
1415,2023-09-22,942.1888427734375,0.8802853289241677,960.9000244140625,947.4000244140625,956.5,12701888,0.9847395310141162,1.0010402606178204,-1.2937315610161175,-0.18516332842984326,-0.5648026768154588,0.9200654512747801,1.0184688798492054,-0.7566858048855714,0.9725877260852335,0.9747639542288833,-0.5306610120122305,-0.1848401969860156,950.2999877929688,979.6200012207031,973.3510034179687,37.77268512738987,1.6076028921205534,17.34696407896104,997.8794682243678,947.135540320554,5.217844353990421,972.9589286859053,975.8541426271142,-0.009381841045058348,14.473956478472063
1416,2023-09-25,948.1871948242188,0.9001590525457133,961.2000122070312,941.5,950.2999877929688,8997098,0.9800990737141219,1.0010818115247597,-0.9650952118020871,-0.3190164291895539,-0.46550782277398406,0.9208648729217553,1.0129751554966249,-0.7316498391001015,0.967445372102788,0.9732514369377732,0.2745972180837723,-0.11814806622045695,956.3499755859375,978.2,973.3640026855469,41.7565910883122,0.10488531733426498,18.331426660208678,998.1315543671652,945.4784492949442,5.418073067437721,971.3771236287655,975.3898960137345,0.006366397843505789,14.847246173369147
1417,2023-09-26,940.6025390625,0.8750295377252009,958.9500122070312,947.0999755859375,958.9500122070312,10521409,0.9704423597219513,1.0003562294463844,-1.2413104307441354,-0.47835129375615143,-0.3733054583069003,0.92331479457476,1.0031700586240613,-0.6828403049138545,0.9604242351576703,0.9716887223648625,-0.45995830279461264,-0.1563968530253466,948.7000122070312,975.2450012207031,973.1370031738281,38.40816216414585,-1.6839062751014353,19.245570485652912,998.9041019983166,942.5209041051991,5.808434290879966,969.2173987314575,974.9102420273524,-0.00799912539781189,14.633159776778047
