index,Date,Adj Close,Close,High,Low,Open,Volume,SMA10,SMA50,RSI,MACD,ADX,BB_Upper,BB_Lower,Bollinger_Width,EMA20,VWAP,Lagged_Return,Volatility,Close_unscaled,SMA10_unscaled,SMA50_unscaled,RSI_unscaled,MACD_unscaled,ADX_unscaled,BB_Upper_unscaled,BB_Lower_unscaled,Bollinger_Width_unscaled,EMA20_unscaled,VWAP_unscaled,Lagged_Return_unscaled,Volatility_unscaled
,,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,,,,,,,,,,,,,,,,,,,,,
0,2018-01-02,53.46668243408203,-1.2224759630816768,53.79899978637695,52.6510009765625,52.6510009765625,31766000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,-0.04641639670053272,-2.2543120883390007,53.660499572753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2018-01-03,54.378875732421875,-1.1997000714575041,54.80500030517578,53.67150115966797,53.69649887084961,31318000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,0.8315716098606023,-2.2543120883390007,54.57600021362305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017060978711685104,0.0
2,2018-01-04,54.59010314941406,-1.1944259701248745,55.20399856567383,54.7130012512207,54.85449981689453,26052000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,0.1534844682981731,-2.2543120883390007,54.78799819946289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003884454430702844,0.0
3,2018-01-05,55.31398391723633,-1.1763520137676455,55.67900085449219,55.09000015258789,55.17250061035156,30250000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,0.6359783955821212,-2.2543120883390007,55.51449966430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013260230136513229,0.0
4,2018-01-08,55.509273529052734,-1.1714759327500741,55.95800018310547,55.5,55.54999923706055,24644000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,0.13527417453043927,-2.2543120883390007,55.71049880981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035305937492549067,0.0
5,2018-01-09,55.43852996826172,-1.1732422546632513,55.922000885009766,55.40999984741211,55.922000885009766,26808000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,-0.11200082200108914,-2.2543120883390007,55.63949966430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012744302604468238,0.0
6,2018-01-10,55.3065071105957,-1.176538591721724,55.638999938964844,55.19900131225586,55.349998474121094,20734000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,-0.16896724008867534,-2.2543120883390007,55.50699996948242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023813962315196724,0.0
7,2018-01-11,55.40166473388672,-1.174162712230192,55.74250030517578,55.32400131225586,55.615501403808594,22424000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,0.042124631463869106,-2.2543120883390007,55.602500915527344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017205207649022558,0.0
8,2018-01-12,56.32830810546875,-1.1510260969013135,56.564998626708984,55.4005012512207,55.505001068115234,38586000,-2.5278617951839135,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,0.8143264209798845,-2.2543120883390007,56.532501220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01672587185581209,0.0
9,2018-01-16,56.33079528808594,-1.1509639358840595,57.444000244140625,56.33300018310547,57.015499114990234,36462000,-1.1568504670855577,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,-0.044141886862669795,-2.2543120883390007,56.53499984741211,55.406599807739255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4198056958988374e-05,0.0
10,2018-01-17,56.7492790222168,-1.1405150959440904,56.965999603271484,56.17449951171875,56.81800079345703,27830000,-1.1486983698042785,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,0.3358961831672219,-2.2543120883390007,56.95500183105469,55.736050033569335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007429061373948276,0.0
11,2018-01-18,56.593345642089844,-1.1444085583774668,57.02949905395508,56.222999572753906,56.967498779296875,27498000,-1.1431988941496232,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,-0.18782376048885108,-2.2543120883390007,56.798500061035156,55.958300018310545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002747814326891973,0.0
12,2018-01-19,56.96848678588867,-1.1350419844539317,57.18899917602539,56.625,56.9015007019043,30552000,-1.1372923677176008,-2.393751960802864,-4.446346381804299,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-2.513599885240958,0.2947072340497924,-2.2543120883390007,57.17499923706055,56.197000122070314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00662868166625552,0.0
13,2018-01-22,57.99775314331055,-1.1093429116794429,58.34400177001953,57.090999603271484,57.191001892089844,29550000,-1.1306274221401316,-2.393751960802864,3.2566295077391105,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-1.1340889881344034,0.8833614496779036,-1.516992115667669,58.20800018310547,56.4663501739502,0.0,92.95874885470089,0.0,0.0,0.0,0.0,0.0,0.0,55.85227653524179,0.01806735391043679,0.8093569619315011
14,2018-01-23,58.59608459472656,-1.0944036737358263,58.925498962402344,58.36249923706055,58.53099822998047,39138000,-1.122961561893468,-2.393751960802864,3.3456076267008314,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-1.1226789807578197,0.4844847619481271,-1.5229694246298149,58.80849838256836,56.776150131225585,0.0,94.03252796718057,0.0,0.0,0.0,0.0,0.0,0.0,56.31423365975799,0.01031642038162972,0.802795663171885
15,2018-01-24,58.35296630859375,-1.1004739106008887,59.352500915527344,58.369998931884766,59.249000549316406,37128000,-1.1157237831764841,-2.393751960802864,2.8581706203861286,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-1.1136673905966257,-0.2599338864815599,-1.5112757445558649,58.56449890136719,57.06865005493164,0.0,88.15018653157969,0.0,0.0,0.0,0.0,0.0,0.0,56.67908603371237,-0.004149051377130508,0.8156318289197916
16,2018-01-25,58.89350509643555,-1.0869775674760958,59.25,58.59199905395508,59.035499572753906,29984000,-1.1068157492847033,-2.393751960802864,2.9860882946661587,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-1.1069073598087251,0.4302884711792755,-1.5197434886161723,59.106998443603516,57.42864990234375,0.0,89.69388433460885,0.0,0.0,0.0,0.0,0.0,0.0,56.95277949256397,0.009263283258855948,0.8063367767564359
17,2018-01-26,59.16352844238281,-1.0802356120154246,59.37799835205078,58.4015007019043,59.37649917602539,42170000,-1.0974734511241202,-2.393751960802864,3.0420191586876246,-0.2804860636667342,-2.7395444801055038,-2.4980527769522203,-2.4769987754257126,-2.0788924223234364,-2.4962800719055274,-1.0992342139727047,0.18953083205106547,-1.508670940865401,59.37799835205078,57.806199645996095,0.0,90.36885245295072,0.0,0.0,0.0,0.0,0.0,0.0,57.263442252841934,0.0045849039129577385,0.8184911248557251
