,Date,Open,High,Low,Close,Adj Close,Volume
35,2018-02-21,236.0,238.8000030517578,232.85000610351562,233.9499969482422,223.2374725341797,232761
36,2018-02-22,233.0,233.0,228.4499969482422,230.39999389648438,219.85003662109375,174521
37,2018-02-23,232.0,235.0,228.0,229.6999969482422,219.1820831298828,211914
38,2018-02-26,231.8000030517578,235.89999389648438,230.89999389648438,233.6999969482422,222.99891662597656,121069
39,2018-02-27,235.0,235.39999389648438,231.0,231.89999389648438,221.28135681152344,72084
40,2018-02-28,231.0,244.5500030517578,228.85000610351562,242.9499969482422,231.82537841796875,377563
41,2018-03-01,243.39999389648438,247.35000610351562,239.25,241.1999969482422,230.15548706054688,486296
42,2018-03-05,239.1999969482422,240.0,236.0,237.9499969482422,227.0543212890625,93984
43,2018-03-06,238.5,239.8000030517578,232.10000610351562,233.39999389648438,222.71266174316406,122225
44,2018-03-07,231.4499969482422,232.5500030517578,212.14999389648438,219.75,209.6876983642578,463722
45,2018-03-08,221.10000610351562,224.6999969482422,212.25,215.39999389648438,205.536865234375,261342
46,2018-03-09,215.60000610351562,219.0,213.4499969482422,214.5500030517578,204.72581481933594,177090
47,2018-03-12,217.5,224.0,213.85000610351562,220.6999969482422,210.59417724609375,275139
48,2018-03-13,222.0,226.0,218.0,221.5,211.35755920410156,196651
49,2018-03-14,218.5500030517578,224.5,216.0,218.0,208.01783752441406,213344
50,2018-03-15,218.0,222.10000610351562,216.0,217.89999389648438,207.92239379882812,126913
51,2018-03-16,217.60000610351562,232.35000610351562,217.60000610351562,226.4499969482422,216.08090209960938,437280
52,2018-03-19,228.60000610351562,230.0,218.10000610351562,220.60000610351562,210.49879455566406,219432
53,2018-03-20,220.0500030517578,223.60000610351562,217.0,218.14999389648438,208.1609649658203,164019
54,2018-03-21,219.5,223.39999389648438,218.0,218.89999389648438,208.87660217285156,164162
55,2018-03-22,217.14999389648438,221.6999969482422,217.14999389648438,218.75,208.7334747314453,120651
56,2018-03-23,213.5,215.0,210.5,212.39999389648438,202.67422485351562,194999
57,2018-03-26,212.10000610351562,213.5500030517578,207.0,209.6999969482422,200.09786987304688,236576
58,2018-03-27,209.6999969482422,218.0,209.6999969482422,212.75,203.00820922851562,143604
59,2018-03-28,210.10000610351562,216.5,210.0,213.1999969482422,203.43763732910156,153653
60,2018-04-02,213.1999969482422,221.0,213.1999969482422,219.8000030517578,209.7353973388672,100475
61,2018-04-03,219.6999969482422,240.0,218.4499969482422,237.9499969482422,227.0543212890625,723768
62,2018-04-04,239.0,240.75,233.0,233.75,223.046630859375,170481
63,2018-04-05,237.0,239.5,234.0,235.0500030517578,224.287109375,90142
64,2018-04-06,236.0,236.39999389648438,230.0,234.4499969482422,223.714599609375,78172
65,2018-04-09,237.39999389648438,243.85000610351562,234.39999389648438,236.89999389648438,226.05238342285156,77793
66,2018-04-10,238.89999389648438,239.39999389648438,227.75,230.14999389648438,219.6114959716797,135531
67,2018-04-11,232.39999389648438,232.39999389648438,225.5,227.85000610351562,217.4167938232422,48939
68,2018-04-12,229.39999389648438,229.39999389648438,224.0,226.8000030517578,216.4148712158203,42618
69,2018-04-13,228.0,232.0,224.1999969482422,228.4499969482422,217.9893341064453,117524
70,2018-04-16,229.0,229.0,224.5,226.3000030517578,215.93777465820312,100531
71,2018-04-17,225.35000610351562,236.6999969482422,224.3000030517578,228.5500030517578,218.08473205566406,170671
72,2018-04-18,227.5,232.5,226.0,227.14999389648438,216.74884033203125,121227
73,2018-04-19,227.60000610351562,233.8000030517578,227.0,230.60000610351562,220.0408935546875,86846
74,2018-04-20,226.0,235.0,226.0,232.35000610351562,221.71075439453125,157493
75,2018-04-23,233.35000610351562,238.60000610351562,232.4499969482422,235.14999389648438,224.38250732421875,126407
76,2018-04-24,235.0,256.79998779296875,225.6999969482422,247.60000610351562,236.26246643066406,4105208
77,2018-04-25,250.4499969482422,257.79998779296875,245.0,249.25,237.8369140625,794329
78,2018-04-26,250.5,254.5,245.14999389648438,251.35000610351562,239.84075927734375,234485
79,2018-04-27,252.25,261.0,249.8000030517578,254.60000610351562,242.94190979003906,431462
80,2018-04-30,258.3999938964844,263.70001220703125,255.0,261.6000061035156,249.6214141845703,392588
81,2018-05-02,261.6000061035156,262.8999938964844,248.9499969482422,250.4499969482422,238.98193359375,260754
82,2018-05-03,249.75,250.0,242.0,243.60000610351562,232.44561767578125,160791
83,2018-05-04,245.0,253.5,240.0,242.64999389648438,231.5391082763672,254436
84,2018-05-07,243.0,252.0,243.0,249.75,238.31399536132812,150211
85,2018-05-08,251.64999389648438,253.89999389648438,247.0,248.3000030517578,236.93038940429688,122848
86,2018-05-09,247.0,248.3000030517578,242.1999969482422,242.6999969482422,231.58682250976562,105214
87,2018-05-10,244.60000610351562,247.6999969482422,237.14999389648438,238.10000610351562,227.1974639892578,101585
88,2018-05-11,238.89999389648438,241.3000030517578,234.9499969482422,238.14999389648438,227.24514770507812,103348
89,2018-05-14,239.5,243.0500030517578,235.75,238.35000610351562,227.43601989746094,82867
90,2018-05-15,236.0,242.35000610351562,233.0500030517578,234.89999389648438,224.14398193359375,93222
91,2018-05-16,233.0,238.60000610351562,231.0,232.64999389648438,221.99700927734375,99426
92,2018-05-17,233.75,234.6999969482422,218.6999969482422,230.5500030517578,219.99317932128906,114862
93,2018-05-18,228.60000610351562,231.64999389648438,225.0,226.1999969482422,215.84234619140625,402414
94,2018-05-21,225.1999969482422,225.8000030517578,218.0,221.39999389648438,211.2621307373047,194958
95,2018-05-22,218.8000030517578,232.1999969482422,216.14999389648438,224.4499969482422,214.1724853515625,268597
96,2018-05-23,224.75,230.89999389648438,220.0,222.0,211.8346710205078,105937
97,2018-05-24,223.10000610351562,225.64999389648438,218.0,220.10000610351562,210.0216522216797,71977
98,2018-05-25,219.0,222.0500030517578,218.0,219.75,209.6876983642578,196978
99,2018-05-28,220.5500030517578,228.9499969482422,220.5500030517578,221.4499969482422,211.30987548828125,1954966
100,2018-05-29,228.0,244.89999389648438,225.39999389648438,239.5,228.53335571289062,1497598
101,2018-05-30,233.5,237.5,230.3000030517578,231.64999389648438,221.0427703857422,268745
102,2018-05-31,233.5,233.5,217.10000610351562,220.85000610351562,210.73733520507812,463209
103,2018-06-01,221.0,224.9499969482422,216.75,217.85000610351562,207.87469482421875,183641
104,2018-06-04,218.9499969482422,220.3000030517578,213.0,214.0,204.20098876953125,111994
105,2018-06-05,212.39999389648438,213.6999969482422,206.89999389648438,208.35000610351562,198.80970764160156,150754
106,2018-06-06,208.0500030517578,214.9499969482422,205.0,210.64999389648438,201.00436401367188,190367
107,2018-06-07,214.39999389648438,222.0,209.5500030517578,218.35000610351562,208.351806640625,309962
108,2018-06-08,216.89999389648438,223.5,214.14999389648438,220.14999389648438,210.06936645507812,140633
109,2018-06-11,221.0,223.0,217.5,218.60000610351562,208.59036254882812,143745
110,2018-06-12,219.35000610351562,222.8000030517578,217.75,220.10000610351562,210.0216522216797,114657
111,2018-06-13,220.89999389648438,229.6999969482422,220.5,225.39999389648438,215.07899475097656,302496
112,2018-06-14,225.1999969482422,225.89999389648438,221.3000030517578,223.85000610351562,213.59999084472656,109748
113,2018-06-15,223.0,232.39999389648438,221.0,225.9499969482422,215.60379028320312,304431
114,2018-06-18,224.0,229.89999389648438,222.64999389648438,223.8000030517578,213.55227661132812,139319
115,2018-06-19,223.10000610351562,225.5,218.25,220.75,210.64190673828125,104918
116,2018-06-20,221.85000610351562,223.89999389648438,219.64999389648438,221.5500030517578,211.40528869628906,73664
117,2018-06-21,220.3000030517578,222.8000030517578,217.0,218.14999389648438,208.1609649658203,74870
118,2018-06-22,218.0,218.0,214.0500030517578,215.6999969482422,205.82313537597656,83301
119,2018-06-25,215.0500030517578,222.6999969482422,214.9499969482422,220.10000610351562,210.0216522216797,165054
120,2018-06-26,218.0,219.6999969482422,213.5,214.6999969482422,204.86891174316406,82640
121,2018-06-27,215.60000610351562,216.8000030517578,213.10000610351562,214.89999389648438,205.0597686767578,104105
122,2018-06-28,214.0,218.39999389648438,210.10000610351562,212.0500030517578,202.34027099609375,80911
123,2018-06-29,213.64999389648438,218.5,211.0,216.6999969482422,206.77734375,103167
124,2018-07-02,217.85000610351562,217.85000610351562,211.0,211.5,201.8154754638672,70867
125,2018-07-03,211.0,215.0,211.0,213.25,203.48533630371094,69347
126,2018-07-04,213.0,215.4499969482422,212.0,212.3000030517578,202.578857421875,43371
127,2018-07-05,212.89999389648438,214.14999389648438,211.0,211.25,201.576904296875,33144
128,2018-07-06,211.0,214.85000610351562,210.10000610351562,211.10000610351562,201.43377685546875,82329
129,2018-07-09,211.89999389648438,214.0,209.0,210.6999969482422,201.05210876464844,94817
130,2018-07-10,211.14999389648438,217.85000610351562,211.14999389648438,215.35000610351562,205.4891815185547,87246
131,2018-07-11,216.5500030517578,221.4499969482422,215.5500030517578,216.9499969482422,207.01588439941406,142052
132,2018-07-12,216.6999969482422,224.0,214.5,215.25,205.39376831054688,182446
133,2018-07-13,215.3000030517578,217.0,211.5500030517578,212.35000610351562,202.62652587890625,49300
134,2018-07-16,212.0,213.1999969482422,205.5,207.10000610351562,197.616943359375,89193
135,2018-07-17,207.0500030517578,210.0,205.0500030517578,207.39999389648438,197.90318298339844,57322
136,2018-07-18,208.89999389648438,210.89999389648438,204.0,205.6999969482422,196.28103637695312,55809
137,2018-07-19,207.0,207.60000610351562,194.0,202.0,192.7504425048828,165352
138,2018-07-20,201.0,204.75,197.1999969482422,202.10000610351562,192.8459014892578,71979
139,2018-07-23,204.8000030517578,204.8000030517578,198.60000610351562,201.85000610351562,192.60736083984375,170344
140,2018-07-24,203.8000030517578,207.5500030517578,201.9499969482422,205.1999969482422,195.80393981933594,78790
141,2018-07-25,205.5500030517578,210.39999389648438,205.5500030517578,207.6999969482422,198.189453125,39942
142,2018-07-26,204.10000610351562,210.0,204.10000610351562,208.1999969482422,198.66656494140625,49489
143,2018-07-27,207.39999389648438,213.0,205.5,208.14999389648438,198.61886596679688,76913
144,2018-07-30,208.14999389648438,211.8000030517578,207.0500030517578,210.0,200.38414001464844,69717
145,2018-07-31,210.0,212.5500030517578,208.5,209.60000610351562,200.0024871826172,47145
146,2018-08-01,209.9499969482422,210.89999389648438,206.5500030517578,207.1999969482422,197.71237182617188,34676
147,2018-08-02,207.5500030517578,222.0,207.1999969482422,216.64999389648438,206.72962951660156,479855
148,2018-08-03,217.8000030517578,222.0,216.10000610351562,217.4499969482422,207.49301147460938,144818
149,2018-08-06,217.4499969482422,221.0500030517578,216.0500030517578,217.0,207.06361389160156,60209
150,2018-08-07,217.89999389648438,217.89999389648438,214.0,214.5,204.6781005859375,51103
151,2018-08-08,213.0500030517578,219.60000610351562,213.0500030517578,216.39999389648438,206.49107360839844,40800
152,2018-08-09,218.0,219.60000610351562,216.0,217.6999969482422,207.73158264160156,67670
153,2018-08-10,217.6999969482422,226.25,217.35000610351562,220.0,209.92623901367188,515626
154,2018-08-13,227.0,232.89999389648438,218.8000030517578,220.1999969482422,210.11709594726562,407268
155,2018-08-14,222.0,222.0,215.0500030517578,215.6999969482422,205.82313537597656,123740
156,2018-08-16,215.0,218.0,210.35000610351562,211.0500030517578,201.38609313964844,91173
157,2018-08-17,212.3000030517578,214.35000610351562,210.39999389648438,211.1999969482422,201.5291748046875,74500
158,2018-08-20,212.5,217.0,212.3000030517578,213.25,203.48533630371094,66489
159,2018-08-21,212.0,218.6999969482422,212.0,213.6999969482422,203.9147186279297,99033
160,2018-08-23,214.0,215.4499969482422,210.0,211.3000030517578,201.62464904785156,60287
161,2018-08-24,211.89999389648438,212.1999969482422,208.5,209.1999969482422,199.6207733154297,49597
162,2018-08-27,210.14999389648438,214.39999389648438,208.14999389648438,209.35000610351562,199.76390075683594,55676
163,2018-08-28,209.5,212.0,207.0,207.6999969482422,198.189453125,68533
164,2018-08-29,208.0,210.0,207.0,207.64999389648438,198.14173889160156,57470
165,2018-08-30,207.64999389648438,209.0,204.0,204.10000610351562,194.7543182373047,110568
166,2018-08-31,204.8000030517578,213.39999389648438,203.85000610351562,209.4499969482422,199.8593292236328,269393
167,2018-09-03,210.89999389648438,215.25,209.5,210.0500030517578,200.4318389892578,107320
168,2018-09-04,211.0,211.9499969482422,205.0500030517578,206.10000610351562,196.66273498535156,136515
169,2018-09-05,211.0,229.1999969482422,209.0,225.1999969482422,214.88812255859375,1908660
170,2018-09-06,226.8000030517578,229.3000030517578,222.1999969482422,224.85000610351562,215.03158569335938,444739
171,2018-09-07,220.5,224.5500030517578,217.10000610351562,221.3000030517578,211.6366424560547,182313
172,2018-09-10,223.3000030517578,226.9499969482422,215.0,215.60000610351562,206.18553161621094,208271
173,2018-09-11,217.10000610351562,218.6999969482422,209.1999969482422,210.0500030517578,200.8778533935547,138583
174,2018-09-12,210.0,212.6999969482422,207.0,211.0500030517578,201.834228515625,110105
175,2018-09-14,213.39999389648438,217.8000030517578,211.25,212.5500030517578,203.26866149902344,66919
176,2018-09-17,209.10000610351562,210.0,207.39999389648438,208.5,199.39553833007812,85171
177,2018-09-18,208.9499969482422,214.25,206.8000030517578,207.4499969482422,198.39138793945312,72425
178,2018-09-19,208.9499969482422,209.5,203.25,204.1999969482422,195.28330993652344,112111
179,2018-09-21,205.0,206.75,183.8000030517578,199.0500030517578,190.35821533203125,221519
180,2018-09-24,203.8000030517578,208.35000610351562,198.35000610351562,199.14999389648438,190.45382690429688,194511
181,2018-09-25,199.0,201.0,195.0,198.14999389648438,189.49749755859375,90605
182,2018-09-26,201.0,201.85000610351562,194.0,194.64999389648438,186.15032958984375,98110
183,2018-09-27,195.0,196.85000610351562,187.0500030517578,188.64999389648438,180.41232299804688,120639
184,2018-09-28,190.5500030517578,196.0,185.0500030517578,188.85000610351562,180.6035919189453,156991
185,2018-10-01,186.5,189.0,178.0500030517578,182.6999969482422,174.7221221923828,133883
186,2018-10-03,184.39999389648438,188.25,181.0500030517578,186.5,178.356201171875,80474
187,2018-10-04,183.89999389648438,184.85000610351562,180.10000610351562,181.14999389648438,173.2398223876953,90638
188,2018-10-05,181.14999389648438,183.75,171.39999389648438,175.1999969482422,167.54965209960938,77088
189,2018-10-08,175.8000030517578,176.4499969482422,167.10000610351562,170.89999389648438,163.43740844726562,141013
190,2018-10-09,170.8000030517578,176.0,165.35000610351562,169.64999389648438,162.24197387695312,309365
191,2018-10-10,171.0,177.0,169.75,174.10000610351562,166.4976806640625,98507
192,2018-10-11,166.10000610351562,178.9499969482422,166.10000610351562,177.9499969482422,170.1795654296875,166019
193,2018-10-12,180.0,196.0,177.9499969482422,192.14999389648438,183.7594757080078,6264569
194,2018-10-15,198.39999389648438,204.3000030517578,195.25,202.14999389648438,193.3228302001953,487097
195,2018-10-16,203.0,203.8000030517578,198.0500030517578,200.0,191.26669311523438,147122
196,2018-10-17,203.6999969482422,203.6999969482422,194.6999969482422,196.10000610351562,187.5370330810547,88778
197,2018-10-19,193.0,201.0,191.85000610351562,195.75,187.20230102539062,59031
198,2018-10-22,199.0,199.0,185.25,186.3000030517578,178.16493225097656,86490
199,2018-10-23,186.0,189.89999389648438,183.85000610351562,185.3000030517578,177.2086181640625,676879
200,2018-10-24,185.0,187.8000030517578,184.0500030517578,184.64999389648438,176.58697509765625,51192
201,2018-10-25,183.0,183.0,175.3000030517578,178.6999969482422,170.8968048095703,104586
202,2018-10-26,180.5,180.5,175.10000610351562,176.6999969482422,168.98411560058594,65400
203,2018-10-29,178.5,181.5,174.1999969482422,179.60000610351562,171.75750732421875,96298
204,2018-10-30,179.5,182.0,176.5500030517578,177.39999389648438,169.653564453125,89900
205,2018-10-31,178.0500030517578,191.39999389648438,175.39999389648438,190.3000030517578,181.99024963378906,252775
206,2018-11-01,192.10000610351562,203.3000030517578,191.0,200.60000610351562,191.8405303955078,232236
207,2018-11-02,199.89999389648438,199.89999389648438,190.89999389648438,191.5,183.1378631591797,159698
208,2018-11-05,193.39999389648438,193.39999389648438,185.89999389648438,187.0,178.83436584472656,53226
209,2018-11-06,186.10000610351562,190.25,186.10000610351562,188.5500030517578,180.31668090820312,34142
210,2018-11-07,187.0,192.10000610351562,187.0,190.10000610351562,181.79901123046875,17844
211,2018-11-09,190.0,192.0,188.10000610351562,190.64999389648438,182.32498168945312,32888
212,2018-11-12,192.0,192.0,187.0,188.0500030517578,179.83851623535156,25259
213,2018-11-13,186.0,188.8000030517578,185.85000610351562,186.4499969482422,178.30836486816406,24395
214,2018-11-14,186.4499969482422,187.5,185.10000610351562,185.9499969482422,177.83021545410156,23912
215,2018-11-15,185.85000610351562,189.25,184.25,186.5500030517578,178.40403747558594,35940
216,2018-11-16,188.0,193.0,186.10000610351562,190.14999389648438,181.8468017578125,65315
217,2018-11-19,188.3000030517578,192.0,185.0500030517578,186.5,178.356201171875,40552
218,2018-11-20,185.14999389648438,186.9499969482422,183.0,183.8000030517578,175.77410888671875,57574
219,2018-11-21,184.0500030517578,185.89999389648438,182.6999969482422,183.6999969482422,175.678466796875,27342
220,2018-11-22,183.5,194.8000030517578,183.5,188.5500030517578,180.31668090820312,166737
221,2018-11-26,188.5,190.8000030517578,185.8000030517578,187.5,179.3125457763672,39643
222,2018-11-27,187.89999389648438,188.4499969482422,183.5500030517578,186.8000030517578,178.64309692382812,36968
223,2018-11-28,186.8000030517578,187.89999389648438,181.1999969482422,181.89999389648438,173.9570770263672,58859
224,2018-11-29,183.89999389648438,185.0,181.39999389648438,182.39999389648438,174.43524169921875,28108
225,2018-11-30,182.10000610351562,187.64999389648438,182.10000610351562,184.8000030517578,176.73046875,54314
226,2018-12-03,186.1999969482422,186.8000030517578,183.0500030517578,183.9499969482422,175.91754150390625,23637
227,2018-12-04,184.89999389648438,185.85000610351562,182.14999389648438,182.8000030517578,174.81777954101562,27768
228,2018-12-05,182.0,182.4499969482422,177.5,178.3000030517578,170.51426696777344,26824
229,2018-12-06,177.5,178.0,172.0500030517578,173.14999389648438,165.58914184570312,38802
230,2018-12-07,174.0,177.89999389648438,172.0,172.8000030517578,165.2544403076172,39006
231,2018-12-10,170.0,172.0,165.10000610351562,167.14999389648438,159.85113525390625,46174
232,2018-12-11,166.0,175.5500030517578,165.3000030517578,173.85000610351562,166.2585906982422,48880
233,2018-12-12,176.0,177.60000610351562,175.0,176.14999389648438,168.4581756591797,21440
234,2018-12-13,180.0,180.0,177.0,177.8000030517578,170.03610229492188,36781
235,2018-12-14,177.85000610351562,181.8000030517578,175.64999389648438,178.89999389648438,171.08807373046875,38101
236,2018-12-17,178.0,181.0,175.64999389648438,177.14999389648438,169.4144744873047,40851
237,2018-12-18,177.0500030517578,178.6999969482422,176.0,177.8000030517578,170.03610229492188,16520
238,2018-12-19,177.89999389648438,182.8000030517578,177.0,179.14999389648438,171.3271484375,38013
239,2018-12-20,178.8000030517578,178.9499969482422,176.0,177.0,169.27102661132812,35732
240,2018-12-21,178.9499969482422,185.4499969482422,176.39999389648438,182.0500030517578,174.10052490234375,108069
241,2018-12-24,183.3000030517578,184.39999389648438,178.6999969482422,179.25,171.42279052734375,48902
242,2018-12-26,179.0,181.0,175.4499969482422,177.3000030517578,169.55795288085938,31860
243,2018-12-27,178.9499969482422,185.3000030517578,177.4499969482422,178.89999389648438,171.08807373046875,59733
244,2018-12-28,180.0,181.5500030517578,176.89999389648438,177.14999389648438,169.4144744873047,30978
245,2018-12-31,178.0,179.89999389648438,176.0500030517578,176.75,169.03195190429688,34867
246,2019-01-01,177.0500030517578,177.75,175.5,175.8000030517578,168.12344360351562,46311
247,2019-01-02,176.85000610351562,176.85000610351562,174.1999969482422,175.0,167.35833740234375,19928
248,2019-01-03,176.0,176.64999389648438,173.10000610351562,173.5500030517578,165.9716796875,26525
249,2019-01-04,174.0500030517578,174.1999969482422,170.5,170.9499969482422,163.4852294921875,38544
250,2019-01-07,171.0,173.4499969482422,170.0,170.1999969482422,162.76797485351562,33083
251,2019-01-08,170.1999969482422,172.85000610351562,170.0,170.64999389648438,163.19830322265625,30902
252,2019-01-09,171.0500030517578,176.39999389648438,171.0500030517578,172.85000610351562,165.30226135253906,48344
253,2019-01-10,172.85000610351562,174.0,171.8000030517578,172.25,164.7284393310547,16769
254,2019-01-11,173.4499969482422,173.4499969482422,169.0,170.3000030517578,162.86358642578125,29948
255,2019-01-14,170.3000030517578,172.10000610351562,169.0,170.0,162.57672119140625,180104
256,2019-01-15,170.25,171.60000610351562,169.4499969482422,170.35000610351562,162.91143798828125,26872
257,2019-01-16,171.1999969482422,174.60000610351562,169.0,171.1999969482422,163.7242889404297,27087
258,2019-01-17,173.1999969482422,174.0,170.5,170.9499969482422,163.4852294921875,22523
259,2019-01-18,170.64999389648438,172.5,165.1999969482422,170.39999389648438,162.95925903320312,40685
260,2019-01-21,171.0,171.6999969482422,167.0500030517578,167.64999389648438,160.32933044433594,27501
261,2019-01-22,167.64999389648438,168.39999389648438,163.0500030517578,164.3000030517578,157.1256103515625,47577
262,2019-01-23,164.3000030517578,167.0500030517578,161.0,162.9499969482422,155.83456420898438,58132
263,2019-01-24,161.3000030517578,163.0,157.60000610351562,159.89999389648438,152.91773986816406,67241
264,2019-01-25,160.0,162.89999389648438,155.0,155.5,148.70986938476562,44503
265,2019-01-28,156.89999389648438,156.89999389648438,150.0,151.10000610351562,144.50201416015625,31649
266,2019-01-29,151.60000610351562,159.1999969482422,150.6999969482422,157.1999969482422,150.33563232421875,53397
267,2019-01-30,158.85000610351562,164.0,158.14999389648438,161.6999969482422,154.63912963867188,68030
268,2019-01-31,161.6999969482422,168.0,160.25,166.5,159.22952270507812,60544
269,2019-02-01,166.0,166.4499969482422,163.0,164.39999389648438,157.22122192382812,32811
270,2019-02-04,166.0,166.0,157.0,159.8000030517578,152.8220977783203,36120
271,2019-02-05,159.35000610351562,162.9499969482422,157.75,161.5,154.44789123535156,35772
272,2019-02-06,160.60000610351562,163.89999389648438,160.5,162.1999969482422,155.11727905273438,40652
273,2019-02-07,164.5,164.5,161.10000610351562,162.5,155.40419006347656,33411
274,2019-02-08,162.14999389648438,169.75,161.64999389648438,165.25,158.03411865234375,96437
275,2019-02-11,165.14999389648438,165.14999389648438,152.89999389648438,154.14999389648438,147.4188232421875,84228
276,2019-02-12,152.89999389648438,159.8000030517578,150.5,156.89999389648438,150.04873657226562,174825
277,2019-02-14,163.0,166.6999969482422,157.10000610351562,157.5500030517578,150.67034912109375,149620
278,2019-02-15,157.60000610351562,159.8000030517578,154.0,159.1999969482422,152.248291015625,157822
279,2019-02-18,159.0500030517578,162.3000030517578,156.60000610351562,160.0500030517578,153.06117248535156,61737
280,2019-02-19,160.60000610351562,162.10000610351562,157.5,160.35000610351562,153.3480682373047,69576
281,2019-02-20,160.39999389648438,162.5,156.3000030517578,157.85000610351562,150.95726013183594,132746
282,2019-02-21,158.5,158.5,155.25,155.64999389648438,148.85330200195312,57789
283,2019-02-22,157.0,158.0,152.0,153.85000610351562,147.13192749023438,99485
284,2019-02-25,153.85000610351562,153.89999389648438,151.1999969482422,151.89999389648438,145.2670440673828,479896
285,2019-02-26,151.0,151.0,146.8000030517578,149.10000610351562,142.58934020996094,140368
286,2019-02-27,149.3000030517578,150.89999389648438,148.0,148.60000610351562,142.11114501953125,74911
287,2019-02-28,148.60000610351562,150.5,148.60000610351562,149.3000030517578,142.78060913085938,37294
288,2019-03-01,150.0,152.1999969482422,149.0,150.10000610351562,143.545654296875,91324
289,2019-03-05,152.9499969482422,153.0,150.0,151.39999389648438,144.78887939453125,468419
290,2019-03-06,152.0,161.0,151.5,156.0500030517578,149.23582458496094,2041451
291,2019-03-07,157.0500030517578,166.5,157.0,162.89999389648438,155.78671264648438,1762309
292,2019-03-08,162.6999969482422,195.4499969482422,162.60000610351562,189.9499969482422,181.65553283691406,12724394
293,2019-03-11,189.9499969482422,195.6999969482422,187.14999389648438,189.5500030517578,181.27301025390625,1434333
294,2019-03-12,190.39999389648438,193.6999969482422,183.0,187.0500030517578,178.88218688964844,843559
295,2019-03-13,187.5500030517578,188.89999389648438,175.3000030517578,177.0500030517578,169.31884765625,427973
296,2019-03-14,176.60000610351562,182.89999389648438,175.0,180.85000610351562,172.9529266357422,312457
297,2019-03-15,182.5500030517578,194.0,180.0500030517578,183.3000030517578,175.2959442138672,964673
298,2019-03-18,183.9499969482422,184.8000030517578,180.3000030517578,181.25,173.33546447753906,207718
299,2019-03-19,181.5,183.3000030517578,178.5,179.25,171.42279052734375,139730
300,2019-03-20,179.10000610351562,180.4499969482422,177.35000610351562,178.64999389648438,170.8489990234375,102587
